0x80003100 __check_pad3
0x8001c550 SetFadeBlackTimer__11CFrontEndUIFf
0x8001c594 GetNextAttractMovieFileName__11CFrontEndUIFi
0x8001c67c StopAttractMovie__11CFrontEndUIFv
0x8001cc44 CanShowSaveUI__11CFrontEndUIFv
0x8001d614 UpdateMovies__11CFrontEndUIFf
0x8001f9dc __dt__17SFusionBonusFrameFv
0x8001ff24 DeactivateExistingGamePopup__19SNewFileSelectFrameFv
0x8002124c sub_800205b4
0x800214a4 GetUserFileSelection__19SNewFileSelectFrameCFv
0x80021600 FinishedLoading__19SNewFileSelectFrame
0x800221f8 StartTextAnimating__19SNewFileSelectFrameFP12CGuiTextPaneQ24rstl7wstring
0x80022338 DoSelectionChange__14SFrontEndFrameFPC14CGuiTableGroup
0x800224dc ProcessUserInput__14SFrontEndFrameFRC11CFinalInput
0x80022c30 sub_80021cd8
0x8002326c Update__13SGBALinkFrameFf
0x80023480 __ct__13SGBALinkFrameFPC9CGuiFrameP11CGBASupportb
0x80023778 Update__17SNesEmulatorFrameFfR15CSaveGameScreen
0x80024518 sub_80022ffc
0x80024570 SetPairText__12SGuiTextPairFRCQ24rstl7wstring
0x8002468c sub_80244c60
0x80024834 PlayAdvanceSfx__11CFrontEndUIFv
0x80024898 __sinit_CFrontEndUI_cpp
0x80024d74 __ct__15CInputGeneratorFP10COsContextff
0x80024e44 SetGameState__9CMainFlowF17EClientFlowStatesR18CArchitectureQueue
0x80025114 AdvanceGameState__9CMainFlowFR18CArchitectureQueue
0x800251c8 OnMessage__9CMainFlowFRC20CArchitectureMessageR18CArchitectureQueue
0x800252e4 Draw__13CMFGameLoaderCFv
0x80025c20 IsCameraActiveFlow__7CMFGameFv
0x80025c44 PlayerDied__7CMFGameFv
0x80025c60 UnpauseGame__7CMFGameFv
0x80025ca8 EnterMessageScreen__7CMFGameFf
0x80025d98 EnterMapScreen__7CMFGameFv
0x80025df8 Draw__7CMFGameCFv
0x80026b00 sub_80025778
0x80026e1c Draw__8CCreditsCFv
0x80027918 sub_80026718
0x80027948 sub_80026748
0x8002925c sub_800280a0
0x80029368 sub_800281b8
0x80029684 __dt__21CTargetableProjectileFv
0x8002b778 IsAdditiveAnimation__9CAnimDataCFUi
0x8002bdac SetParticleCEXTValue__CAnimDataFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>if
0x8002be64 sub_8002a8e0
0x8002bfc0 sub_8002aa3c
0x8002c500 sub_8002af60
0x8002c874 Touch__9CAnimDataCFRC13CSkinnedModeli
0x8002cd00 MultiplyPlaybackRate__9CAnimDataFf
0x8002d934 Inverse__9CMatrix3fCFv
0x8002db58 GetLocatorTransform__9CAnimDataCFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>PC13CCharAnimTime
0x8002dbc4 IsAnimTimeRemaining__9CAnimDataCFfRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>
0x8002dc44 GetAnimTimeRemaining__9CAnimDataCFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>
0x8002e178 Render__9CAnimDataCFRC13CSkinnedModelRC11CModelFlagsRCQ24rstl37optional_object<18CVertexMorphEffect>PCf
0x8002e1d4 SetupRender__9CAnimDataCFRC13CSkinnedModelRCQ24rstl37optional_object<18CVertexMorphEffect>PCf
0x8002e260 PreRender__9CAnimDataFv
0x8002e2bc BuildPose__9CAnimDataFv
0x8002e494 GetAnimationPrimitives__9CAnimDataCFRC18CAnimPlaybackParmsRQ24rstl72set<10CPrimitive,Q24rstl18less<10CPrimitive>,Q24rstl17rmemory_allocator>
0x8002f0ac AdvanceIgnoreParticles__9CAnimDataFfR9CRandom16b
0x8002fcf0 DrawSkinnedModel__9CAnimDataCFRC13CSkinnedModelRC11CModelFlags
0x8002fd70 PoseSkinnedModel__9CAnimDataCFRC13CSkinnedModelRC17CPoseAsTransformsRCQ24rstl37optional_object<18CVertexMorphEffect>PCf
0x8002fda4 AdvanceParticles__9CAnimDataFRC12CTransform4ffRC9CVector3fR13CStateManager
0x8003010c GetBoundingBox__9CAnimDataCFRC12CTransform4f
0x800302a0 sub_8002ed40
0x80030d84 __dt__21CHierarchyPoseBuilderFv
0x80032f94 sub_80031a14
0x80033574 GetEventResourceIdForAnimResourceId__17CCharacterFactoryCFi
0x80035658 sub_80033f54
0x80036244 GetFactory__24CCharacterFactoryBuilderFRC8CAnimRes
0x8003874c __ct__7CTweaksFv
0x80038804 IDFromFactory__FR11CResFactoryPCc
0x80039974 UpdateProjectileMovement__15CGameProjectileFfR13CStateManager
0x8003b530 Render__15CGameProjectileCFRC13CStateManager
0x8003bb50 SetPhazonBeamFeedback__10CPlayerGunFb
0x8003be94 AsyncLoadSuit__10CPlayerGunFR13CStateManager
0x8003bf6c IsFidgetLoaded__10CPlayerGunFv
0x8003c030 UnLoadFidget__10CPlayerGunFv
0x8003c0bc AsyncLoadFidget__10CPlayerGunFR13CStateManager
0x8003c874 __ct__6CLightFCR6CLight
0x8003cbe4 CancelLockOn__10CPlayerGunFv
0x8003cf30 ReturnArmAndGunToDefault__10CPlayerGunFR13CStateManagerb
0x8003d1b4 EnterFreeLook__10CPlayerGunFR13CStateManager
0x8003dca0 CancelFiring__10CPlayerGunFR13CStateManager
0x8003dd9c StopChargeSound__10CPlayerGunFR13CStateManager
0x8003de10 TakeDamage__10CPlayerGunFbbR13CStateManager
0x8003eb80 ResetIdle__10CPlayerGunFR13CStateManager
0x8003f3d8 __ct__Q210CPlayerGun9CGunMorphFff
0x8003f520 GetBeamVelocity__10CPlayerGunCFv
0x8003f580 InitCTData__10CPlayerGunFv
0x8003fcc8 InitBeamData__10CPlayerGunFv
0x8003fe60 SetPhazonBeamMorph__10CPlayerGunFb
0x800402d8 ChangeWeapon__10CPlayerGunFRC12CPlayerStateR13CStateManager
0x800417f4 ExitMissile__10CPlayerGunFv
0x80041988 ResetNormal__10CPlayerGunFR13CStateManager
0x80043a40 CopyScreenTex__Fv
0x80043ce0 AddToRenderer__10CPlayerGunCFRC14CFrustumPlanesRC13CStateManager
0x80045118 IntegrateVisorFog__13CStateManagerFf
0x8004518c SendScriptMsgAlways__13CStateManagerF9TUniqueId
0x80045208 SendScriptMsg__13CStateManagerFP7CEntity9TEditorId20EScriptObjectMessage
0x80045264 sub_80044218
0x8004527c SetBossParams__13CStateManagerF9TUniqueIdfUi
0x80045290 SetGameState__13CStateManagerFQ213CStateManager10EGameState
0x80045340 sub_800442f4
0x80045368 sub_8004431c
0x80045aec CanShowMapScreen__13CStateManagerFv
0x80045b34 ShowPausedHUDMemo__13CStateManagerFUif
0x80045bd8 RenderLast__13CStateManagerFRC9TUniqueId
0x80045c24 AddDrawableActorPlane__13CStateManagerCFRC6CActorRC6CPlaneRC6CAABox
0x80045c70 AddDrawableActor__13CStateManagerCFRC6CActorRC9CVector3fRC6CAABox
0x8004636c sub_80045368
0x80046378 SetupParticleHook__13CStateManagerCFRC6CActor
0x800465d8 SetActorAreaId__13CStateManagerFR6CActor7TAreaId
0x800466e4 TouchPlayerActor__13CStateManagerFv
0x80046a28 CacheReflection__13CStateManagerFv
0x80046a90 CanCreateProjectile__13CStateManagerCF9TUniqueId11EWeaponTypei
0x80046f08 RenderCamerasAndAreaLights__13CStateManagerCFv
0x800470c0 DrawAdditionalFilters__13CStateManagerCFv
0x800481f8 sub_800470d4
0x800494e0 GetIdListForScript__13CStateManagerCF9TEditorId
0x8004b1c4 ApplyLocalDamage__13CStateManagerFRC9CVector3fRC9CVector3fR6CActorfRC11CWeaponMode
0x8004b97c FrameEnd__13CStateManagerFv
0x8004b9b0 ProcessPlayerInput__13CStateManagerFv
0x8004bf28 PostUpdatePlayer__13CStateManagerFf
0x8004c740 SwapOutAllPossibleMemory__13CStateManagerFv
0x8004c790 FrameBegin__13CStateManagerFUi
0x8004d3c4 SetCurrentAreaId__13CStateManagerF7TAreaId
0x8004d954 GetObjectById__13CStateManagerCF9TUniqueId
0x8004da38 AreaLoaded__13CStateManagerF7TAreaId
0x8004dfe8 AddObject__13CStateManagerFP7CEntityQ213CStateManager18EScriptPersistence
0x8004e024 RayCollideWorldInternal__13CStateManagerRC9CVector3fRC9CVector3fRC15CMaterialFilterRCQ24rstl49reserved_vector<9TUniqueId,1024>RC6CActor
0x8004e130 RayCollideWorld__13CStateManagerFRC9CVector3fRC9CVector3fRC15CMaterialFilterPC6CActor
0x8004e260 RayCollideWorld__13CStateManagerRC9CVector3fRC9CVector3fRCQ24rstl49reserved_vector<9TUniqueId,1024>RC15CMaterialFilterPC6CActor
0x8004f1a4 __dt__20CActorModelParticlesFv
0x80050c48 sub_8004f904
0x80051b98 sub_800508f4
0x80052034 __sort3<PC9CGameArea,Q227@unnamed@CStateManager_cpp@11area_sorter>__4rstlFRPC9CGameAreaRPC9CGameAreaRPC9CGameAreaQ227@unnamed@CStateManager_cpp@11area_sorter
0x800521c0 GetAreaId__7CEntityCFv
0x80052df8 sub_800520c4
0x800530f4 Draw__13CIOWinManagerCFv
0x800534a0 sub_800526d4
0x80053bd0 __ct__Q213CIOWinManager11IOWinPQNodeFQ24rstl17ncrc_ptr<6CIOWin>iPQ213CIOWinManager11IOWinPQNode
0x80053bf4 sub_80052e28
0x80053c58 __ct__13CIOWinManagerFv
0x80053c80 __eq<6CIOWin>__4rstlFRCQ24rstl15rc_ptr<6CIOWin>RCQ24rstl15rc_ptr<6CIOWin>
0x80053de8 CanDrawStatic__6CActorCFv
0x80053e80 CreateShadow__6CActorFb
0x80053fa0 SetTranslation__6CActorFRC9CVector3f
0x800545a4 SetSoundEventPitchBend__6CActorFi
0x80054698 MoveScannableObjectInfoToActor__6CActorFP6CActorR13CStateManager
0x80054ac0 SetActive__6CActorFb
0x80054b14 SetMaterialFilter__6CActorFRC15CMaterialFilter
0x80054b38 sub_80053da4
0x80054f5c RemoveMaterial__6CActorF14EMaterialTypes14EMaterialTypes14EMaterialTypes14EMaterialTypesR13CStateManager
0x80055060 RemoveMaterial__6CActorF14EMaterialTypes14EMaterialTypes14EMaterialTypesR13CStateManager
0x80055148 RemoveMaterial__6CActorF14EMaterialTypes14EMaterialTypesR13CStateManager
0x800551f4 RemoveMaterial__6CActorF14EMaterialTypesR13CStateManager
0x80055264 AddMaterial__6CActorF14EMaterialTypes14EMaterialTypes14EMaterialTypes14EMaterialTypes14EMaterialTypesR13CStateManager
0x80055374 AddMaterial__6CActorF14EMaterialTypes14EMaterialTypes14EMaterialTypes14EMaterialTypesR13CStateManager
0x80055458 AddMaterial__6CActorF14EMaterialTypes14EMaterialTypes14EMaterialTypesR13CStateManager
0x80055528 AddMaterial__6CActorF14EMaterialTypes14EMaterialTypesR13CStateManager
0x800555c4 AddMaterial__6CActorF14EMaterialTypesR13CStateManager
0x800556cc GetPitch__6CActorCFv
0x80055d1c EnsureRendered__6CActorCFRC13CStateManagerRC9CVector3f
0x8005643c GetAverageAnimVelocity__6CActorFi
0x80056490 DoUserAnimEvent__6CActorFR13CStateManagerRC13CInt32POINode14EUserEventType
0x800564b8 RemoveEmitter__6CActorFv
0x80057040 MakeActorMaterialList__FRC13CMaterialListRC16CActorParameters
0x80057078 CyclePauseState__6CWorldFv
0x800572fc MoveAreaToChain3__6CWorldF7TAreaId
0x80057514 DrawSky__6CWorldCFRC12CTransform4f
0x80057b70 TouchSky__6CWorldCFv
0x80057cac IGetAreaAlways__11CDummyWorldCF7TAreaId
0x8005898c ICheckWorldComplete__6CWorldFv
0x800589cc IGetAreaAlways__6CWorldCF7TAreaId
0x80058ad8 LoadSoundGroup__6CWorldFUcUiRQ26CWorld15CSoundGroupData
0x80058e34 MoveToChain__6CWorldFP9CGameAreaQ26CWorld6EChain
0x8005a450 __ct__6CRelayFR12CInputStream
0x8005bfb8 sub_8005b2d4
0x8005c180 SetFovInterpolation__11CGameCameraFffff
0x8005c1f0 SkipFovInterpolation__11CGameCameraFv
0x8005e160 AddKnot__13CCameraSplineFRC9CVector3fRC9CVector3f
0x8005e294 GetKnotPosition__11CBallCameraCFi
0x8005e2e8 GetKnotT__13CCameraSplineCFi
0x8005e744 Initialise__13CCameraSplineFRCQ24rstl48vector<11SConnection,Q24rstl17rmemory_allocator>R13CStateManager
0x8005e978 Reset__13CCameraSpringFv
0x8005e9bc ApplyDistanceSpringNoMax__13CCameraSpringFfff
0x8005ea00 ApplyDistanceSpring__13CCameraSpringFfff
0x8005f0d4 Get2ndPVSLightFeature__9CGameAreaFUi
0x8005f104 Get1stPVSLightFeature__9CGameAreaFUi
0x8005f130 LookupPVSUniqueID__9CGameAreaF9TUniqueId
0x8005f14c LookupPVSID__9CGameAreaF9TUniqueId
0x8005f3fc GetXRayFogDistance__9CGameAreaFv
0x8005f4ac GetLayerScriptBuffer__9CGameAreaFi
0x8005f4fc IsFinishedOccluding__9CGameAreaCFv
0x8005fd40 TryTakingOutOfARAM__9CGameAreaFv
0x8005fdc0 DoesAreaNeedEnvFx__9CGameAreaCFv
0x8005fe04 DoesAreaNeedSkyNow__9CGameAreaCFv
0x8005fe38 SetCurrent__Q29CGameArea8CAreaFogCFv
0x800600e4 sub_8005f498
0x80060114 RollFogOut__Q29CGameArea8CAreaFogFffRC6CColor
0x800602f0 SetFogExplicit__Q29CGameArea8CAreaFogF11ERglFogModeRC6CColorRC9CVector2f
0x80060374 __ct__Q29CGameArea8CAreaFogFv
0x80060408 IsQualified__Q29CGameArea15CAreaObjectListFRC7CEntity
0x80060420 GetShouldLoadOther__Q29IGameArea4DockCFi
0x8006048c ShouldLoadOtherArea__Q29IGameArea4DockCFi
0x800604cc GetOtherDockNumber__Q29IGameArea4DockCFi
0x80060530 SetReferenceCount__Q29IGameArea4DockFi
0x80060824 PreRender__9CGameAreaFv
0x8006097c RemoveStaticGeometry__9CGameAreaFv
0x800609ec AddStaticGeometry__9CGameAreaFv
0x80060d60 SetChain__9CGameAreaFP9CGameAreai
0x80061a0c GetNumPartSizes__9CGameAreaCFv
0x80061d58 sub_800610c8
0x8006479c __ct__Q29CGameArea16CPostConstructedFv
0x80064a10 GetPreConstructedSize__9CGameAreaCFv
0x80064a48 VerifyHeader__9CGameAreaCFv
0x80065524 pop_front__Q24rstl65list<Q24rstl23auto_ptr<11CDvdRequest>,Q24rstl17rmemory_allocator>Fv
0x800658ec UpdateCameraDebugSettings__9CSamusHudFv
0x80066a74 DrawHelmet__9CSamusHudFRC13CStateManagerf
0x80066fdc Touch__9CSamusHudCFv
0x80069a64 FindEmptyHudLightSlot__9CSamusHudCFRC6CLight
0x80069aac IsAreaLightInCachedLights__9CSamusHudCFRC6CLight
0x8006a340 UpdateVideoBands__9CSamusHudFfRC13CStateManager
0x8006a798 UpdateVisorAndBeamMenus__9CSamusHudFfRC13CStateManager
0x8006ae8c sub_8006aa00
0x8006af04 sub_8006aa78
0x8006c758 DeferHintMemo__9CSamusHudFUiUiRC12SHudMemoInfo
0x8006c79c DisplayHudMemo__9CSamusHudFRC7wstringRC12SHudMemoInfo
0x8006dc20 RefreshHudOptions__9CSamusHudFv
0x8006e284 sub_8006deb4
0x8006e608 GetMetaAnim__22CAnimationDatabaseGameCFUi
0x8006f220 sub_8006edc8
0x8006f4f8 sub_8006f0a0
0x8006fc98 sub_8006f834
0x8006ffcc sub_8006fb68
0x80070440 LoadMappings__FR12CInputStream
0x800716a8 OnRightTableAdvance__16CPauseScreenBaseFP14CGuiTableGroup
0x8007172c OnLeftTableAdvance__16CPauseScreenBaseFP14CGuiTableGroup
0x800717b4 UpdateRightTable__16CPauseScreenBaseFv
0x80071d44 ProcessInput__16CPauseScreenBaseFRC11CFinalInput
0x80074ef0 FaceReflectionHeightDebugValueToActualValue__9CTweakGuiFf
0x80077248 GetTriggerBoundsWR__14CScriptTriggerCFv
0x800783a0 sub_80077e18
0x800783c4 AddToRenderer__10CPatternedCFRC14CFrustumPlanesRC13CStateManager
0x8007849c PreThink__10CPatternedFfR13CStateManager
0x800784c0 GetCollisionResponseType__10CPatternedCFRC9CVector3fRC9CVector3fRC11CWeaponModei
0x800786f0 RenderIceModelWithFlags__10CPatternedCFRC11CModelFlags
0x80078ca0 CanRenderUnsorted__10CPatternedCFRC13CStateManager
0x800792b4 GetLctrTransform__10CPatternedCFRC6CSegId
0x80079374 GetLctrTransform__10CPatternedCFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>
0x800793c0 GetContactDamage__10CPatternedCFv
0x800793fc DeathDelete__10CPatternedFR13CStateManager
0x80079484 CalcDyingThinkRate__10CPatternedFv
0x800794d8 PhazeOut__10CPatternedFR13CStateManager
0x8007ae30 AreStateStringsEqual__10CPatternedFPCcPCc
0x8007afb4 UpdateDamageColor__10CPatternedFf
0x8007d18c SetCoverPoint__10CPatternedFP17CScriptCoverPointR9TUniqueId
0x8007d1d4 ReleaseCoverPoint__10CPatternedFR13CStateManagerR9TUniqueId
0x8007d36c sub_8007cf84
0x8007d40c ApplyBoneTracking__10CPatternedCFv
0x8007d43c GetGunEyePos__10CPatternedCFv
0x8007dc1c __ct__16CPASAnimParmDataFiRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParmRC12CPASAnimParm
0x8007e750 __sinit_CPatterned_cpp
0x8007e9ac AddToRenderer__11CScriptDoorCFRC14CFrustumPlanesRC13CStateManager
0x8007f2b4 SetDoorAnimation__11CScriptDoorFQ211CScriptDoor13EDoorAnimType
0x800804cc GetName__18CStateMachineStateCFv
0x800804e8 Setup__18CStateMachineStateFPC13CStateMachine
0x80080508 __ct__18CStateMachineStateFv
0x80080534 SetState__18CStateMachineStateFR13CStateManagerR3CAiPC13CStateMachineRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>
0x800805a8 SetState__18CStateMachineStateFR13CStateManagerR3CAii
0x80080ee0 SetupGXMaterial__Q28CMapArea15CMapAreaSurfaceFv
0x800817e8 __dt__8CMapAreaFv
0x8008186c __ct__8CMapAreaFR12CInputStreamUi
0x80081980 __sinit_CMapArea_cpp
0x80084ff4 UpdateAnglePerSecond__11CBallCameraFf
0x80085060 ComputeVelocity__11CBallCameraCFRC9CVector3fRC9CVector3f
0x80088bb8 ShouldResetSpline__11CBallCameraCFR13CStateManager
0x8008b650 AvoidGeometryFull__11CBallCameraFRC12CTransform4fRCQ24rstl32reserved_vector<9TUniqueId,1024>fR13CStateManager
0x8008b814 CountObscuredColliders__11CBallCameraCFRCQ24rstl52vector<15CCameraCollider,Q24rstl17rmemory_allocator>
0x8008cbc8 ResetToTweaks__11CBallCameraFR13CStateManager
0x8008cdfc TeleportCamera__11CBallCameraFRC12CTransform4fR13CStateManager
0x8008ce94 ResetPosition__11CBallCameraFR13CStateManager
0x8008e188 sub_8008e4a8
0x8008e418 Render__13CScriptEffectCFRC13CStateManager
0x8009148c GetComboFireAmmoPeriod__12CPlayerStateCFv
0x800914a4 GetMissileCostForAltAttack__12CPlayerStateCFv
0x80091504 CalculateItemCollectionRate__12CPlayerStateFv
0x800917ac GetCurrentSuit__12CPlayerStateFv
0x800917ec CanVisorSeeFog__12CPlayerStateCFRC13CStateManager
0x80091870 UpdateStaticInterference__12CPlayerStateFR13CStateManagerRCf
0x80091b98 GetIsVisorTransitioning__12CPlayerStateCFv
0x80091bc8 GetVisorTransitionFactor__12CPlayerStateCFv
0x80091cd8 ResetVisor__12CPlayerStateFv
0x80091cf0 ItemEnabled__12CPlayerStateCFQ212CPlayerState9EItemType
0x80091d54 DisableItem__12CPlayerStateFQ212CPlayerState9EItemType
0x80091da8 EnableItem__12CPlayerStateFQ212CPlayerState9EItemType
0x80091e24 HasPowerUp__12CPlayerStateCFQ212CPlayerState9EItemType
0x80092094 CalculateHealth__12CPlayerStateFUi
0x8009262c __ct__12CPlayerStateFv
0x80092ad8 Think__12CScriptTimerFfR13CStateManager
0x80092d00 Reset__12CScriptTimerFR13CStateManager
0x8009492c DeactivateSelf__16CCinematicCameraFR13CStateManager
0x80094994 SendArrivedMsg__16CCinematicCameraCF9TUniqueIdR13CStateManager
0x80095568 SetupMiniMapWorld__11CAutoMapperFv
0x800957c0 TransformRenderStateWorldToUniverse__11CAutoMapperFRQ211CAutoMapper22SAutoMapperRenderState
0x80095828 TransformRenderStatesUniverseToWorld__11CAutoMapperFv
0x800959b0 TransformRenderStatesWorldToUniverse__11CAutoMapperFv
0x80095b44 IsInMapperStateTransition__11CAutoMapperCFv
0x80095b60 IsInMapperState__11CAutoMapperCFQ211CAutoMapper16EAutoMapperState
0x80095b88 GetFinalMapScreenCameraMoveSpeed__11CAutoMapperCFv
0x80096080 GetMapAreaMaxDrawDepth__11CAutoMapperCFRC13CStateManageri
0x8009667c GetAreaPointOfInterest__11CAutoMapperCFRC13CStateManageri
0x80096714 GetMiniMapCameraOrientation__11CAutoMapperFRC13CStateManager
0x800967fc LeaveMapScreenState__11CAutoMapperFv
0x800969d0 BuildMapScreenUniverseRenderState__11CAutoMapperCFRC13CStateManagerRC11CQuaternioni
0x80096ad0 __ct__Q211CAutoMapper22SAutoMapperRenderStateFRCQ211CAutoMapper22SAutoMapperRenderState
0x80096ed0 ResetInterpolationTimer__11CAutoMapperFf
0x8009b958 UnmuteAllLoopedSounds__11CAutoMapperFv
0x8009b9bc NotHintNavigating__11CAutoMapperFv
0x8009ba84 CanLeaveMapScreen__11CAutoMapperCFRC13CStateManager
0x8009d1c8 __ct__Q211CAutoMapper23SAutoMapperHintLocationUifUi7TAreaId
0x8009d1dc ResetInterpolation__Q211CAutoMapper22SAutoMapperRenderStateFv
0x8009d614 __ct__Q211CAutoMapper22SAutoMapperRenderStateFRC9CVector2iRC11CQuaternionffRC9CVector3fffffff
0x8009e58c UpdateSupport1__FiPP9CVector2fR7Support
0x8009e7c8 ExactCircle2__FRC9CVector2fRC9CVector2f
0x8009e894 ExactCircle1__FRC9CVector2f
0x8009e8dc PointInsideCircle__FRC9CVector2fRC7Circle2Rf
0x800a0898 GetMapArea__9CMapWorldCFi
0x800a0e18 __ct__Q29CMapWorld15CMapAreaBFSInfoFiiff
0x800a0e2c __ct__Q29CMapWorld18CMapWorldDrawParmsFfffffRC13CStateManagerRC12CTransform4fRC12CTransform4fRC6IWorldRC13CMapWorldInfofb
0x800a0e70 GetMapArea__Q29CMapWorld12CMapAreaDataCFv
0x800a0f58 Unlock__Q29CMapWorld12CMapAreaDataFv
0x800a0fa8 __ct__Q29CMapWorld12CMapAreaDataFUiQ29CMapWorld12EMapAreaListPQ29CMapWorld12CMapAreaData
0x800a1050 __ct__Q29CMapWorld18CMapObjectSortInfoFfiQ39CMapWorld18CMapObjectSortInfo11EObjectCodei6CColor6CColor
0x800a12c0 sub_800a235c
0x800a7b64 sub_802ee9b8
0x800aa090 PreThink__12CScriptSoundFfR13CStateManager
0x800aa344 Render__15CScriptPlatformCFRC13CStateManager
0x800abc44 Think__15CScriptPlatformFfR13CStateManager
0x800aca68 __ct__13CPhysicsStateFRC13CPhysicsState
0x800ad964 IsUser__Fi
0x800ae8d0 SetLightPriorityAndId__10CGameLightFv
0x800ae8e4 Think__10CGameLightFfR13CStateManager
0x800ae940 GetLight__10CGameLightCFv
0x800aff38 HasActiveParticles__23CParticleGenInfoGenericCFv
0x800b0540 AddToRenderer__23CParticleGenInfoGenericFv
0x800b0be8 SuspendAllActiveEffects__17CParticleDatabaseFR13CStateManager
0x800b1134 AddToRendererClippedMasked__17CParticleDatabaseCFRC14CFrustumPlanesii
0x800b11ac AddToRendererClipped__17CParticleDatabaseCFRC14CFrustumPlanes
